ArrivalRate,device_write,cpus,memory,cpuLoad,size,Throughput,ResponseTime
10,10mb,0.5,512m,100,0,0.0,4.2
10,10mb,0.5,512m,1000,0,0.0,4.2
10,10mb,0.5,512m,0,250,0.0,4.2
10,10mb,0.5,512m,100,250,0.0,4.1
10,10mb,0.5,512m,1000,250,0.0,4.2
10,10mb,0.5,512m,0,1000,0.0,3.6
10,10mb,0.5,512m,100,1000,0.0,3.7
10,10mb,0.5,512m,1000,1000,0.0,3.6
20,10mb,0.5,512m,0,0,0.0,3.9
20,10mb,0.5,512m,100,0,0.0,4.0
20,10mb,0.5,512m,1000,0,0.0,4.0
20,10mb,0.5,512m,0,250,0.0,4.1
20,10mb,0.5,512m,100,250,0.0,4.1
20,10mb,0.5,512m,1000,250,0.0,4.0
20,10mb,0.5,512m,0,1000,0.0,3.6
20,10mb,0.5,512m,100,1000,0.0,3.6
20,10mb,0.5,512m,1000,1000,0.0,3.5
40,10mb,0.5,512m,0,0,14.2,1772.5
40,10mb,0.5,512m,100,0,28.2,1586.5
40,10mb,0.5,512m,1000,0,12.9,2907.8
40,10mb,0.5,512m,0,250,12.5,3050.4
40,10mb,0.5,512m,100,250,12.6,3000.3
40,10mb,0.5,512m,1000,250,28.0,1723.1
40,10mb,0.5,512m,0,1000,12.6,1259.9
40,10mb,0.5,512m,100,1000,16.7,486.6
40,10mb,0.5,512m,1000,1000,16.7,474.7
75,10mb,0.5,512m,0,0,10.5,11732.8
75,10mb,0.5,512m,100,0,10.4,11726.7
75,10mb,0.5,512m,1000,0,10.5,9650.6
75,10mb,0.5,512m,0,250,11.8,7167.7
75,10mb,0.5,512m,100,250,11.8,7471.9
75,10mb,0.5,512m,1000,250,11.1,5603.8
75,10mb,0.5,512m,0,1000,11.3,3778.7
75,10mb,0.5,512m,100,1000,10.5,4145.4
75,10mb,0.5,512m,1000,1000,10.5,4331.6
100,10mb,0.5,512m,0,0,7.8,12392.1
100,10mb,0.5,512m,100,0,10.6,16623.0
100,10mb,0.5,512m,1000,0,10.9,13962.0
100,10mb,0.5,512m,0,250,10.9,12654.4
100,10mb,0.5,512m,100,250,10.5,16513.5
100,10mb,0.5,512m,1000,250,10.9,16140.0
100,10mb,0.5,512m,0,1000,10.5,6412.5
100,10mb,0.5,512m,100,1000,10.6,7063.7
100,10mb,0.5,512m,1000,1000,10.6,7137.0
10,10mb,0.5,1g,0,0,0.0,4.1
10,10mb,0.5,1g,100,0,0.0,4.2
10,10mb,0.5,1g,1000,0,0.0,4.2
10,10mb,0.5,1g,0,250,0.0,4.1
10,10mb,0.5,1g,100,250,0.0,4.1
10,10mb,0.5,1g,1000,250,0.0,4.1
10,10mb,0.5,1g,0,1000,0.0,3.7
10,10mb,0.5,1g,100,1000,0.0,3.6
10,10mb,0.5,1g,1000,1000,0.0,3.7
20,10mb,0.5,1g,0,0,0.0,4.0
20,10mb,0.5,1g,100,0,0.0,4.0
20,10mb,0.5,1g,1000,0,0.0,4.1
20,10mb,0.5,1g,0,250,0.0,4.0
20,10mb,0.5,1g,100,250,0.0,7.5
20,10mb,0.5,1g,1000,250,0.0,4.3
20,10mb,0.5,1g,0,1000,0.0,3.6
20,10mb,0.5,1g,100,1000,0.0,3.6
20,10mb,0.5,1g,1000,1000,0.0,3.5
40,10mb,0.5,1g,0,0,0.0,3.5
40,10mb,0.5,1g,100,0,0.0,3.5
40,10mb,0.5,1g,1000,0,0.0,3.3
40,10mb,0.5,1g,0,250,0.0,3.5
40,10mb,0.5,1g,100,250,0.0,3.7
40,10mb,0.5,1g,1000,250,0.0,3.5
40,10mb,0.5,1g,0,1000,0.0,3.2
40,10mb,0.5,1g,100,1000,0.0,3.3
40,10mb,0.5,1g,1000,1000,0.0,3.0
75,10mb,0.5,1g,0,0,14.4,5699.9
75,10mb,0.5,1g,100,0,14.4,5737.5
75,10mb,0.5,1g,1000,0,17.3,1950.9
75,10mb,0.5,1g,0,250,74.4,3.9
75,10mb,0.5,1g,100,250,16.9,2344.7
75,10mb,0.5,1g,1000,250,17.4,2672.5
75,10mb,0.5,1g,0,1000,14.2,2036.3
75,10mb,0.5,1g,100,1000,16.8,667.9
75,10mb,0.5,1g,1000,1000,14.5,922.1
100,10mb,0.5,1g,0,0,14.0,5330.4
100,10mb,0.5,1g,100,0,13.4,8331.7
100,10mb,0.5,1g,1000,0,13.0,11508.1
100,10mb,0.5,1g,0,250,14.3,3520.8
100,10mb,0.5,1g,100,250,13.4,7539.9
100,10mb,0.5,1g,1000,250,13.4,8877.6
100,10mb,0.5,1g,0,1000,14.0,910.4
100,10mb,0.5,1g,100,1000,13.4,2052.4
100,10mb,0.5,1g,1000,1000,13.6,1117.6
10,10mb,1,256m,0,0,0.0,4.0
10,10mb,1,256m,100,0,0.0,4.3
10,10mb,1,256m,1000,0,0.0,4.3
10,10mb,1,256m,0,250,0.0,4.1
10,10mb,1,256m,100,250,0.0,4.1
10,10mb,1,256m,1000,250,0.0,4.1
10,10mb,1,256m,0,1000,0.0,3.7
10,10mb,1,256m,100,1000,0.0,3.6
10,10mb,1,256m,1000,1000,0.0,3.6
20,10mb,1,256m,0,0,10.4,968.3
20,10mb,1,256m,100,0,16.0,349.9
20,10mb,1,256m,1000,0,15.0,507.7
20,10mb,1,256m,0,250,13.4,1239.0
20,10mb,1,256m,100,250,15.6,499.6
20,10mb,1,256m,1000,250,15.4,375.6
20,10mb,1,256m,0,1000,15.6,341.3
20,10mb,1,256m,100,1000,12.2,495.5
20,10mb,1,256m,1000,1000,18.8,345.7
40,10mb,1,256m,0,0,9.4,6162.6
40,10mb,1,256m,100,0,0.0,958.0
40,10mb,1,256m,1000,0,10.7,4855.6
40,10mb,1,256m,0,250,0.0,965.6
40,10mb,1,256m,100,250,0.0,556.3
40,10mb,1,256m,1000,250,14.4,1907.1
40,10mb,1,256m,0,1000,0.0,848.1
40,10mb,1,256m,100,1000,16.4,1640.3
40,10mb,1,256m,1000,1000,9.2,1538.3
75,10mb,1,256m,0,0,7.4,22306.1
75,10mb,1,256m,100,0,6.1,24944.6
75,10mb,1,256m,1000,0,12.6,1103.1
75,10mb,1,256m,0,250,6.7,25496.8
75,10mb,1,256m,100,250,6.3,21075.1
75,10mb,1,256m,1000,250,6.5,18815.3
75,10mb,1,256m,0,1000,5.9,6436.1
75,10mb,1,256m,100,1000,6.0,6642.1
75,10mb,1,256m,1000,1000,5.8,7470.7
100,10mb,1,256m,0,0,4.6,40867.8
100,10mb,1,256m,100,0,5.9,34565.2
100,10mb,1,256m,1000,0,4.4,41819.9
100,10mb,1,256m,0,250,5.8,33329.9
100,10mb,1,256m,100,250,5.1,38641.2
100,10mb,1,256m,1000,250,5.5,35179.7
100,10mb,1,256m,0,1000,4.5,18102.6
100,10mb,1,256m,100,1000,5.4,16313.8
100,10mb,1,256m,1000,1000,5.0,18021.9
10,10mb,1,512m,0,0,0.0,4.1
10,10mb,1,512m,100,0,0.0,4.1
10,10mb,1,512m,1000,0,0.0,4.1
10,10mb,1,512m,0,250,0.0,4.2
10,10mb,1,512m,100,250,0.0,4.2
10,10mb,1,512m,1000,250,0.0,4.1
10,10mb,1,512m,0,1000,0.0,3.6
10,10mb,1,512m,100,1000,0.0,3.7
10,10mb,1,512m,1000,1000,0.0,3.7
20,10mb,1,512m,0,0,0.0,4.0
20,10mb,1,512m,100,0,0.0,4.0
20,10mb,1,512m,1000,0,0.0,4.0
20,10mb,1,512m,0,250,0.0,4.0
20,10mb,1,512m,100,250,0.0,4.1
20,10mb,1,512m,1000,250,0.0,4.0
20,10mb,1,512m,0,1000,0.0,3.5
20,10mb,1,512m,100,1000,0.0,3.6
20,10mb,1,512m,1000,1000,0.0,3.5
40,10mb,1,512m,0,0,25.2,1311.0
40,10mb,1,512m,100,0,16.9,1307.0
40,10mb,1,512m,1000,0,15.6,1647.5
40,10mb,1,512m,0,250,16.0,1423.0
40,10mb,1,512m,100,250,14.1,1757.2
40,10mb,1,512m,1000,250,15.6,1604.7
40,10mb,1,512m,0,1000,12.6,1471.9
40,10mb,1,512m,100,1000,12.8,1207.3
40,10mb,1,512m,1000,1000,26.8,1145.9
75,10mb,1,512m,0,0,11.4,10909.7
75,10mb,1,512m,100,0,10.6,8355.6
75,10mb,1,512m,1000,0,10.6,11767.4
75,10mb,1,512m,0,250,10.6,10304.7
75,10mb,1,512m,100,250,11.2,10989.8
75,10mb,1,512m,1000,250,11.3,10264.7
75,10mb,1,512m,0,1000,11.7,1676.0
75,10mb,1,512m,100,1000,10.6,3331.9
75,10mb,1,512m,1000,1000,11.8,1788.4
100,10mb,1,512m,0,0,10.9,15472.7
100,10mb,1,512m,100,0,10.7,17110.0
100,10mb,1,512m,1000,0,11.0,12765.0
100,10mb,1,512m,0,250,10.4,17230.3
100,10mb,1,512m,100,250,10.7,17394.2
100,10mb,1,512m,1000,250,10.7,16767.8
100,10mb,1,512m,0,1000,10.4,5412.1
100,10mb,1,512m,100,1000,10.7,7482.0
100,10mb,1,512m,1000,1000,9.6,1015.6
10,10mb,1,1g,0,0,0.0,4.0
10,10mb,1,1g,100,0,0.0,4.1
10,10mb,1,1g,1000,0,0.0,4.1
10,10mb,1,1g,0,250,0.0,4.1
10,10mb,1,1g,100,250,0.0,4.2
10,10mb,1,1g,1000,250,0.0,4.8
10,10mb,1,1g,0,1000,0.0,5.1
10,10mb,1,1g,100,1000,0.0,3.6
10,10mb,1,1g,1000,1000,0.0,3.7
20,10mb,1,1g,0,0,0.0,3.9
20,10mb,1,1g,100,0,0.0,4.0
20,10mb,1,1g,1000,0,0.0,3.9
20,10mb,1,1g,0,250,0.0,4.0
20,10mb,1,1g,100,250,0.0,4.1
20,10mb,1,1g,1000,250,0.0,4.0
20,10mb,1,1g,0,1000,0.0,3.5
20,10mb,1,1g,100,1000,0.0,3.5
20,10mb,1,1g,1000,1000,0.0,3.5
40,10mb,1,1g,0,0,0.0,3.6
40,10mb,1,1g,100,0,0.0,3.7
40,10mb,1,1g,1000,0,0.0,3.6
40,10mb,1,1g,0,250,0.0,3.5
40,10mb,1,1g,100,250,0.0,3.4
40,10mb,1,1g,1000,250,0.0,3.4
40,10mb,1,1g,0,1000,0.0,3.1
40,10mb,1,1g,100,1000,0.0,3.2
40,10mb,1,1g,1000,1000,0.0,3.1
75,10mb,1,1g,0,0,13.9,6050.2
75,10mb,1,1g,100,0,17.1,2456.3
75,10mb,1,1g,1000,0,14.0,5529.9
75,10mb,1,1g,0,250,17.7,3242.8
75,10mb,1,1g,100,250,15.0,3304.3
75,10mb,1,1g,1000,250,16.7,3215.5
75,10mb,1,1g,0,1000,17.4,1563.5
75,10mb,1,1g,100,1000,17.6,1264.7
75,10mb,1,1g,1000,1000,18.4,3.0
100,10mb,1,1g,0,0,12.9,9859.6
100,10mb,1,1g,100,0,13.1,11627.1
100,10mb,1,1g,1000,0,13.7,7025.6
100,10mb,1,1g,0,250,14.1,4906.3
100,10mb,1,1g,100,250,13.0,8719.2
100,10mb,1,1g,1000,250,13.0,9024.5
100,10mb,1,1g,0,1000,12.9,3679.4
100,10mb,1,1g,100,1000,12.4,1975.1
100,10mb,1,1g,1000,1000,13.6,1004.1
10,10mb,2,256m,0,0,0.0,4.0
10,10mb,2,256m,100,0,0.0,4.1
10,10mb,2,256m,1000,0,0.0,4.1
10,10mb,2,256m,0,250,0.0,4.2
10,10mb,2,256m,100,250,0.0,4.2
10,10mb,2,256m,1000,250,0.0,4.3
10,10mb,2,256m,0,1000,0.0,3.7
10,10mb,2,256m,100,1000,0.0,3.7
10,10mb,2,256m,1000,1000,0.0,3.6
20,10mb,2,256m,0,0,11.0,779.4
20,10mb,2,256m,100,0,11.2,768.6
20,10mb,2,256m,1000,0,16.6,298.7
20,10mb,2,256m,0,250,14.6,1025.4
20,10mb,2,256m,100,250,15.0,676.8
20,10mb,2,256m,1000,250,9.3,1054.3
20,10mb,2,256m,0,1000,16.2,374.6
20,10mb,2,256m,100,1000,15.6,341.7
20,10mb,2,256m,1000,1000,15.4,346.9
40,10mb,2,256m,0,0,16.8,1920.0
40,10mb,2,256m,100,0,9.4,6419.0
40,10mb,2,256m,1000,0,0.0,559.8
40,10mb,2,256m,0,250,9.2,6264.7
40,10mb,2,256m,100,250,0.0,622.4
40,10mb,2,256m,1000,250,9.4,5646.4
40,10mb,2,256m,0,1000,11.5,1422.2
40,10mb,2,256m,100,1000,9.3,1478.9
40,10mb,2,256m,1000,1000,9.4,1730.3
75,10mb,2,256m,0,0,5.3,25799.6
75,10mb,2,256m,100,0,10.3,2412.1
75,10mb,2,256m,1000,0,53.0,832.6
75,10mb,2,256m,0,250,6.3,23119.0
75,10mb,2,256m,100,250,51.8,5.5
75,10mb,2,256m,1000,250,6.1,19213.4
75,10mb,2,256m,0,1000,5.0,7311.0
75,10mb,2,256m,100,1000,23.7,129.4
75,10mb,2,256m,1000,1000,5.7,2181.0
100,10mb,2,256m,0,0,5.0,36419.8
100,10mb,2,256m,100,0,11.6,3.4
100,10mb,2,256m,1000,0,5.1,36457.9
100,10mb,2,256m,0,250,5.6,33402.5
100,10mb,2,256m,100,250,16.0,6.5
100,10mb,2,256m,1000,250,4.6,40375.2
100,10mb,2,256m,0,1000,5.4,18356.3
100,10mb,2,256m,100,1000,23.8,758.2
100,10mb,2,256m,1000,1000,47.4,119.2
10,10mb,2,512m,0,0,0.0,4.0
10,10mb,2,512m,100,0,0.0,4.1
10,10mb,2,512m,1000,0,0.0,4.2
10,10mb,2,512m,0,250,0.0,4.1
10,10mb,2,512m,100,250,0.0,4.2
10,10mb,2,512m,1000,250,0.0,4.1
10,10mb,2,512m,0,1000,0.0,3.7
10,10mb,2,512m,100,1000,0.0,3.6
10,10mb,2,512m,1000,1000,0.0,3.7
20,10mb,2,512m,0,0,0.0,4.0
20,10mb,2,512m,100,0,0.0,4.1
20,10mb,2,512m,1000,0,0.0,4.1
20,10mb,2,512m,0,250,0.0,4.0
20,10mb,2,512m,100,250,0.0,4.1
20,10mb,2,512m,1000,250,0.0,4.0
20,10mb,2,512m,0,1000,0.0,3.6
20,10mb,2,512m,100,1000,0.0,3.6
20,10mb,2,512m,1000,1000,0.0,3.6
40,10mb,2,512m,0,0,21.4,817.6
40,10mb,2,512m,100,0,0.0,36.5
40,10mb,2,512m,1000,0,16.2,1301.2
40,10mb,2,512m,0,250,33.0,632.7
40,10mb,2,512m,100,250,13.0,2561.1
40,10mb,2,512m,1000,250,16.2,1272.1
40,10mb,2,512m,0,1000,27.4,1072.3
40,10mb,2,512m,100,1000,24.8,974.4
40,10mb,2,512m,1000,1000,13.0,536.9
75,10mb,2,512m,0,0,11.2,11065.0
75,10mb,2,512m,100,0,11.7,9183.6
75,10mb,2,512m,1000,0,10.6,11378.8
75,10mb,2,512m,0,250,10.6,7908.2
75,10mb,2,512m,100,250,11.5,10698.0
75,10mb,2,512m,1000,250,10.5,9662.9
75,10mb,2,512m,0,1000,10.9,2390.5
75,10mb,2,512m,100,1000,10.7,3639.7
75,10mb,2,512m,1000,1000,0.0,3.0
100,10mb,2,512m,0,0,10.6,16477.5
100,10mb,2,512m,100,0,10.3,16475.6
100,10mb,2,512m,1000,0,10.5,16656.8
100,10mb,2,512m,0,250,11.0,12427.6
100,10mb,2,512m,100,250,11.0,12905.7
100,10mb,2,512m,1000,250,9.9,13912.4
100,10mb,2,512m,0,1000,10.9,4698.2
100,10mb,2,512m,100,1000,10.6,7267.2
100,10mb,2,512m,1000,1000,10.4,4218.1
10,10mb,2,1g,0,0,0.0,4.0
10,10mb,2,1g,100,0,0.0,4.0
10,10mb,2,1g,1000,0,0.0,4.2
10,10mb,2,1g,0,250,0.0,4.1
10,10mb,2,1g,100,250,0.0,4.2
10,10mb,2,1g,1000,250,0.0,4.1
10,10mb,2,1g,0,1000,0.0,3.6
10,10mb,2,1g,100,1000,0.0,3.6
10,10mb,2,1g,1000,1000,0.0,3.7
20,10mb,2,1g,0,0,0.0,4.0
20,10mb,2,1g,100,0,0.0,4.0
20,10mb,2,1g,1000,0,0.0,4.4
20,10mb,2,1g,0,250,0.0,4.2
20,10mb,2,1g,100,250,0.0,3.8
20,10mb,2,1g,1000,250,0.0,4.0
20,10mb,2,1g,0,1000,0.0,3.3
20,10mb,2,1g,100,1000,0.0,3.5
20,10mb,2,1g,1000,1000,0.0,3.5
40,10mb,2,1g,0,0,0.0,3.5
40,10mb,2,1g,100,0,0.0,3.6
40,10mb,2,1g,1000,0,0.0,3.4
40,10mb,2,1g,0,250,0.0,3.6
40,10mb,2,1g,100,250,0.0,3.6
40,10mb,2,1g,1000,250,0.0,3.5
40,10mb,2,1g,0,1000,0.0,3.1
40,10mb,2,1g,100,1000,0.0,3.1
40,10mb,2,1g,1000,1000,0.0,3.1
75,10mb,2,1g,0,0,17.5,1599.7
75,10mb,2,1g,100,0,17.2,2607.0
75,10mb,2,1g,1000,0,17.6,1680.9
75,10mb,2,1g,0,250,17.5,3570.8
75,10mb,2,1g,100,250,17.5,2468.5
75,10mb,2,1g,1000,250,14.0,5756.6
75,10mb,2,1g,0,1000,17.6,1561.3
75,10mb,2,1g,100,1000,14.0,2015.2
75,10mb,2,1g,1000,1000,14.2,1630.0
100,10mb,2,1g,0,0,0.0,3.7
100,10mb,2,1g,100,0,13.9,6128.3
100,10mb,2,1g,1000,0,14.2,3479.0
100,10mb,2,1g,0,250,14.0,5325.2
100,10mb,2,1g,100,250,13.9,6357.7
100,10mb,2,1g,1000,250,14.1,1641.3
100,10mb,2,1g,0,1000,13.3,1409.8
100,10mb,2,1g,100,1000,14.0,801.4
100,10mb,2,1g,1000,1000,12.9,4333.5
